shape, expt,date,hive,tab, isRandom, angle00, angle01,angle10, angle11,angle20, angle21,angle0, angle1,angle2, angleSum
7, 104A1,16/07/2020,A,2,0,0.694738,4.58803,0,0,0,0,2.38989,0,0,2.38989
7, 104A1,16/07/2020,A,2,0,5.66294,2.9105,0,0,0,0,2.75243,0,0,2.75243
7, 104A1,16/07/2020,A,2,0,5.71185,3.32694,0,0,0,0,2.38491,0,0,2.38491
7, 104A1,16/07/2020,A,2,0,4.4095,2.96692,2.39321,0.915101,0,0,1.44258,1.47811,0,2.9207
7, 104A1,16/07/2020,A,2,0,5.36808,2.39965,0,0,0,0,2.96844,0,0,2.96844
7, 104A1,16/07/2020,A,2,0,5.07116,4.14105,3.42764,2.96692,1.62955,1.08084,0.930109,0.460724,0.548713,1.93955
7, 104A1,16/07/2020,A,2,1,1.87368,1.50838,0.571337,0.358771,4.54724,3.83633,0.365304,0.212567,0.710909,1.28878
7, 104A1,16/07/2020,A,2,1,0.605545,0.197396,4.01013,3.40219,1.76819,1.24905,0.408149,0.607937,0.519146,1.53523
7, 104A1,16/07/2020,A,2,1,2.89661,2.22649,1.24905,0.0624188,0,0,0.670122,1.18663,0,1.85675
7, 104A1,16/07/2020,A,2,1,2.4859,0.965252,0.41241,0,0,0,1.52065,0.41241,0,1.93306
7, 104A1,16/07/2020,A,2,1,5.41465,5.01527,4.18431,3.77039,2.78282,2.14213,0.399372,0.413926,0.640688,1.45399
7, 105A1,16/07/2020,C,4,0,3.20035,2.81984,1.75614,1.26791,0.339293,5.87077,0.380506,0.488233,0.751703,1.62044
7, 105A1,16/07/2020,C,4,1,1.50838,6.22769,0,0,0,0,1.56388,0,0,1.56388
7, 105A1,16/07/2020,C,4,0,1.31019,0,5.33264,4.95737,3.77434,3.41989,1.31019,0.375271,0.354449,2.03991
7, 105A1,16/07/2020,C,4,0,0,1.9513,0,0,0,0,4.33188,0,0,4.33188
7, 105A1,16/07/2020,C,4,0,3.2587,2.65164,0.380506,0.104877,5.17604,4.64997,0.607066,0.275629,0.526066,1.40876
7, 105A1,16/07/2020,C,4,0,2.72918,1.80189,0.110657,4.65689,0,0,0.927295,1.73695,0,2.66425
7, 105A1,16/07/2020,C,4,0,5.53777,4.93106,3.71293,2.06075,0,0,0.606708,1.65218,0,2.25888
7, 105A1,16/07/2020,C,4,0,5.96143,5.28373,4.24874,2.76109,0,0,0.677708,1.48766,0,2.16536
7, 105A1,16/07/2020,C,4,1,0.558599,5.90268,4.07964,2.08994,0,0,0.939106,1.9897,0,2.9288
7, 105A1,16/07/2020,C,4,1,5.37836,4.4813,2.95624,2.55359,1.5708,1.32582,0.89706,0.402655,0.244979,1.54469
7, 105A1,16/07/2020,C,4,1,1.98321,0.950547,5.33264,4.88706,0,0,1.03266,0.445577,0,1.47824
7, 106A1,17/07/2020,A,4,0,0.927295,2.4859,0,0,0,0,4.72458,0,0,4.72458
7, 106A1,17/07/2020,A,4,0,0.694738,4.04642,0,0,0,0,2.9315,0,0,2.9315
7, 106A1,17/07/2020,A,4,0,3.03094,4.09214,0,0,0,0,5.22198,0,0,5.22198
7, 106A1,17/07/2020,A,4,0,5.0929,3.08284,2.60117,5.78924,0,0,2.01006,3.09511,0,5.10517
7, 106A1,17/07/2020,A,4,0,2.35619,2.06075,0.785398,5.78924,4.39064,2.95624,0.295441,1.27934,1.43439,3.00917
7, 106A1,17/07/2020,A,4,0,6.16608,3.83633,3.5221,1.21203,0,0,2.32975,2.31007,0,4.63982
7, 106A1,17/07/2020,A,4,0,4.93106,3.48089,3.07917,1.13839,0.404892,5.81954,1.45017,1.94079,0.86854,4.2595
7, 106A1,17/07/2020,A,4,0,5.01527,1.81577,0,0,0,0,3.1995,0,0,3.1995
7, 106A1,17/07/2020,A,4,0,0.124355,5.87077,4.60173,3.66074,2.9105,2.03444,0.536765,0.940993,0.876058,2.35382
7, 106A1,17/07/2020,A,4,1,1.40565,0.965252,5.45434,3.88997,2.69922,1.75614,0.440396,1.56437,0.943074,2.94784
7, 106A1,17/07/2020,A,4,1,2.22649,1.75614,6.05209,5.61722,5.1248,4.77114,0.470348,0.434878,0.353654,1.25888
7, 107A1,17/07/2020,B,3,0,6.15883,3.71293,0,0,0,0,2.4459,0,0,2.4459
7, 107A1,17/07/2020,B,3,0,0.117109,4.94348,4.46741,2.95624,0,0,1.45681,1.51117,0,2.96798
7, 107A1,17/07/2020,B,3,0,0.0713075,4.27255,0,0,0,0,2.08195,0,0,2.08195
7, 107A1,17/07/2020,B,3,0,5.66294,3.07502,0,0,0,0,2.58791,0,0,2.58791
7, 107A1,17/07/2020,B,3,0,2.9305,0.74542,0,0,0,0,2.18508,0,0,2.18508
7, 107A1,17/07/2020,B,3,0,4.97299,2.19105,0,0,0,0,2.78195,0,0,2.78195
7, 107A1,17/07/2020,B,3,0,3.5221,2.26553,1.10715,0.197396,0,0,1.25656,0.909753,0,2.16632
7, 107A1,17/07/2020,B,3,0,2.35619,1.97569,0.343024,0.0624188,4.22243,3.79729,0.380506,0.280605,0.425143,1.08625
7, 107A1,17/07/2020,B,3,0,5.53481,2.0032,0,0,0,0,3.5316,0,0,3.5316
7, 107A1,17/07/2020,B,3,0,0.965252,0.404892,5.69518,3.14159,0,0,0.56036,2.55359,0,3.11395
7, 107A1,17/07/2020,B,3,0,2.2143,1.3734,0.0587558,6.05209,5.05168,4.24874,0.840897,0.289847,0.80294,1.93368
7, 107A1,17/07/2020,B,3,0,2.03444,1.3597,0.551655,0.211093,4.8295,3.2587,0.674741,0.340562,1.5708,2.5861
7, 107A1,17/07/2020,B,3,0,4.99844,4.06889,3.08284,1.44644,0,0,0.929553,1.6364,0,2.56595
7, 107A1,17/07/2020,B,3,1,4.94348,4.4813,3.20035,2.78282,2.01064,1.63322,0.462181,0.417526,0.377424,1.25713
7, 107A1,17/07/2020,B,3,1,2.76109,2.22649,1.68791,1.31019,5.67764,4.35362,0.534594,0.377711,1.32402,2.23633
7, 107A1,17/07/2020,B,3,1,3.08609,2.81984,1.8314,1.24905,0.197396,5.40713,0.266252,0.582353,1.07345,1.92206
7, 107A1,17/07/2020,B,3,1,2.7367,1.89255,5.66294,4.84494,0,0,0.844154,0.817995,0,1.66215
7, 107A1,17/07/2020,B,3,1,1.69515,0,0,0,0,0,1.69515,0,0,1.69515
7, 107A1,17/07/2020,B,3,1,1.13839,0.942,4.71239,4.27576,0,0,0.196388,0.436627,0,0.633015
7, 107A1,17/07/2020,B,3,1,1.24905,0.832981,0.104877,5.99713,0,0,0.416064,0.390929,0,0.806993
7, 107A1,17/07/2020,B,3,1,1.64757,0.785398,5.79323,4.84494,0,0,0.86217,0.948287,0,1.81046
7, 107A1,17/07/2020,B,3,1,1.05165,0.785398,5.01527,4.71239,3.08284,2.85554,0.266252,0.302885,0.227296,0.796433
7, 107A1,17/07/2020,B,3,1,1.92957,1.69515,5.62749,5.40713,4.94348,4.57984,0.234416,0.220362,0.363642,0.81842
7, 108A1,17/07/2020,C,1,0,6.05209,5.66294,5.01527,3.554,2.57026,2.19105,0.389159,1.46127,0.37921,2.22964
7, 108A1,17/07/2020,C,1,0,5.42102,3.01724,0,0,0,0,2.40378,0,0,2.40378
7, 108A1,17/07/2020,C,1,0,1.26791,5.33264,0,0,0,0,2.21846,0,0,2.21846
7, 108A1,17/07/2020,C,1,0,5.14902,2.08994,0,0,0,0,3.05907,0,0,3.05907
7, 108A1,17/07/2020,C,1,0,2.55359,5.53777,0,0,0,0,3.29901,0,0,3.29901
7, 108A1,17/07/2020,C,1,0,2.58299,2.11122,0,0,0,0,0.471777,0,0,0.471777
7, 108A1,17/07/2020,C,1,0,4.83674,2.43934,0,0,0,0,2.39741,0,0,2.39741
7, 108A1,17/07/2020,C,1,1,3.57822,3.07917,0.876058,0.436627,6.15063,4.71239,0.499046,0.439431,1.43824,2.37672
7, 108A1,17/07/2020,C,1,1,0,0,0,0,0,0,0,0,0,0
7, 108A1,17/07/2020,C,1,1,0.868539,0.260602,4.22243,3.77434,2.95624,2.7367,0.607937,0.44809,0.219544,1.27557
7, 108A1,17/07/2020,C,1,1,3.71293,2.35619,0.489957,0,0,0,1.35674,0.489957,0,1.84669
7, 108A1,17/07/2020,C,1,1,3.79729,2.22649,0,0,0,0,1.5708,0,0,1.5708
7, 108A1,17/07/2020,C,1,1,2.06075,1.63322,0.950547,0.915101,4.83674,4.57984,0.427539,0.0354462,0.256907,0.719891
7, 108A1,17/07/2020,C,1,1,2.4859,2.22649,0.302885,0.124355,4.46741,4.10684,0.259405,0.17853,0.360566,0.798501
7, 109A1,18/07/2020,A,1,0,2.76109,1.5708,4.98334,3.40219,0,0,1.19029,1.58114,0,2.77143
7, 109A1,18/07/2020,A,1,0,0.655696,0.117109,4.58803,4.24874,3.25225,2.72918,0.538587,0.339293,0.523068,1.40095
7, 109A1,18/07/2020,A,1,0,6.09784,5.49779,4.33188,2.70497,0,0,0.60005,1.62692,0,2.22697
7, 109A1,18/07/2020,A,1,0,1.45369,0.286051,5.87077,4.09214,0,0,1.16764,1.77864,0,2.94627
7, 109A1,18/07/2020,A,1,0,3.76184,1.43824,0,5.20235,0,0,2.3236,1.08084,0,3.40444
7, 109A1,18/07/2020,A,1,0,2.47562,1.8314,1.24905,0.876058,5.99713,5.1248,0.644225,0.372988,0.872334,1.88955
7, 109A1,18/07/2020,A,1,0,5.62749,4.17197,3.20035,1.70335,0,0,1.45552,1.497,0,2.95252
7, 109A1,18/07/2020,A,1,0,5.15223,4.04642,3.69325,2.9105,2.52134,0.741947,1.10581,0.782746,1.7794,3.66795
7, 109A1,18/07/2020,A,1,1,0.741947,0.390607,6.16608,4.95737,3.83633,3.32694,0.35134,1.20871,0.50939,2.06944
7, 109A1,18/07/2020,A,1,1,1.69515,0.694738,4.71239,4.09214,0,0,1.00041,0.620249,0,1.62066
7, 109A1,18/07/2020,A,1,1,2.43934,2.08994,0.825377,0.62025,5.66294,4.4813,0.349393,0.205127,1.18164,1.73616
7, 109A1,18/07/2020,A,1,1,2.62245,2.2143,0.868539,0.655696,6.03821,5.62749,0.408149,0.212844,0.410717,1.03171
7, 109A1,18/07/2020,A,1,1,2.00742,1.63736,4.95737,3.27414,0,0,0.370059,1.68322,0,2.05328
7, 114A2,19/07/2020,C,4,0,5.71185,5.20235,4.24874,2.85554,0,0,0.509501,1.3932,0,1.9027
7, 114A2,19/07/2020,C,4,0,2.64765,1.50423,5.81954,5.28373,4.76789,4.27576,1.14342,0.535811,0.492126,2.17136
7, 114A2,19/07/2020,C,4,0,0.605545,0,5.30039,4.01013,0,0,0.605545,1.29026,0,1.8958
7, 114A2,19/07/2020,C,4,0,0.436627,5.81954,4.4813,3.63155,0,0,0.900275,0.849748,0,1.75002
7, 114A2,19/07/2020,C,4,0,2.12245,0.950547,0,0,0,0,1.1719,0,0,1.1719
7, 114A2,19/07/2020,C,4,0,4.71239,4.24874,3.84385,1.32582,0,0,0.463647,2.51803,0,2.98168
7, 114A2,19/07/2020,C,4,0,3.46334,0.999459,0,0,0,0,2.46388,0,0,2.46388
7, 114A2,19/07/2020,C,4,0,2.85554,0.62025,5.07956,4.07964,0,0,2.23529,0.999923,0,3.23521
7, 114A2,19/07/2020,C,4,0,2.7367,0,0,0,0,0,2.7367,0,0,2.7367
7, 114A2,19/07/2020,C,4,0,3.68201,2.4859,0.463648,5.66294,0,0,1.19612,1.0839,0,2.28001
7, 114A2,19/07/2020,C,4,0,5.92441,5.31468,4.49372,3.80756,2.89661,1.87368,0.609738,0.686158,1.02293,2.31883
7, 114A2,19/07/2020,C,4,0,5.14902,4.52704,3.50036,2.27942,0.302885,0.0587558,0.621975,1.22094,0.244129,2.08704
7, 114A2,19/07/2020,C,4,0,2.55359,2.03444,1.13417,5.36808,0,0,0.519146,2.04927,0,2.56842
7, 114A2,19/07/2020,C,4,1,2.43934,2.00742,6.22443,5.94389,4.22243,3.76184,0.431912,0.280537,0.460589,1.17304
7, 114A2,19/07/2020,C,4,1,6.16608,5.94389,4.76789,4.35362,3.2587,2.57026,0.222184,0.414269,0.688446,1.3249
7, 114A2,19/07/2020,C,4,1,0,5.84334,5.49779,5.103,3.50036,2.96692,0.439843,0.394791,0.533443,1.36808
7, 114A2,19/07/2020,C,4,1,1.81577,0.999459,4.95737,4.64997,4.2,4.01013,0.816316,0.307397,0.189867,1.31358
7, 114A2,19/07/2020,C,4,1,1.92957,1.45369,5.58093,5.19929,4.49372,3.79729,0.475879,0.38164,0.696432,1.55395
7, 114A2,19/07/2020,C,4,1,2.43934,2.06075,0.62025,0.231091,5.66294,4.97299,0.378582,0.389159,0.689944,1.45769
7, 114A2,19/07/2020,C,4,1,5.90268,5.67764,4.00376,2.58994,0,0,0.225039,1.41383,0,1.63886
7, 115A2,19/07/2020,B,2,0,5.87077,1.71269,0,0,0,0,4.15808,0,0,4.15808
7, 115A2,19/07/2020,B,2,0,2.1294,4.33188,0,0,0,0,4.0807,0,0,4.0807
7, 115A2,19/07/2020,B,2,0,6.08579,3.20035,0,0,0,0,2.88544,0,0,2.88544
7, 115A2,19/07/2020,B,2,0,0.702257,0.339293,5.37836,3.38657,0,0,0.362964,1.99179,0,2.35475
7, 115A2,19/07/2020,B,2,0,1.50423,4.89774,0,0,0,0,2.88968,0,0,2.88968
7, 115A2,19/07/2020,B,2,0,0.302885,4.59528,0,0,0,0,1.99079,0,0,1.99079
7, 115A2,19/07/2020,B,2,0,2.88099,2.22649,1.1659,0.737815,5.76404,5.37836,0.654498,0.428089,0.385681,1.46827
7, 115A2,19/07/2020,B,2,0,2.9105,2.27305,1.3734,6.14129,0,0,0.637449,1.5153,0,2.15275
7, 115A2,19/07/2020,B,2,0,6.16608,5.7708,5.20235,4.39064,3.34909,2.49809,0.395281,0.811708,0.850997,2.05799
7, 115A2,19/07/2020,B,2,0,5.66294,2.19105,0,0,0,0,3.47189,0,0,3.47189
7, 115A2,19/07/2020,B,2,0,2.53605,1.91382,0.665969,4.77114,4.1101,3.60524,0.622228,2.17801,0.504861,3.3051
7, 115A2,19/07/2020,B,2,0,1.50838,0.876058,0.404892,0,5.41465,4.16073,0.63232,0.404892,1.25391,2.29112
7, 115A2,19/07/2020,B,2,0,4.90978,3.5322,2.88099,1.9614,0,0,1.37758,0.919587,0,2.29717
7, 115A2,19/07/2020,B,2,0,4.12439,0.528074,0,0,0,0,3.59631,0,0,3.59631
7, 115A2,19/07/2020,B,2,1,3.79729,3.38657,2.19105,0.643501,0,0,0.410717,1.54754,0,1.95826
7, 115A2,19/07/2020,B,2,1,4.89774,4.65689,3.54648,3.14159,1.9513,1.43824,0.240847,0.404892,0.513058,1.1588
7, 115A2,19/07/2020,B,2,1,0.655696,0.231091,5.58845,5.23153,3.79729,2.70918,0.424605,0.356912,1.0881,1.86962
7, 115A2,19/07/2020,B,2,1,5.7708,5.42102,3.14159,2.78282,1.3734,0.965252,0.349781,0.358771,0.408149,1.1167
7, 115A2,19/07/2020,B,2,1,5.62749,3.54648,0,0,0,0,2.08101,0,0,2.08101
7, 115A2,19/07/2020,B,2,1,5.74277,4.8295,4.22243,3.78509,2.55359,2.22649,0.913268,0.437338,0.327098,1.6777
7, 115A2,19/07/2020,B,2,1,0.904827,0.605545,4.52704,4.39064,1.89255,1.50423,0.299282,0.136403,0.388319,0.824004
7, 118A2,20/07/2020,A,2,0,4.4813,2.52134,0,0,0,0,1.95996,0,0,1.95996
7, 118A2,20/07/2020,A,2,0,0.551655,4.29998,0,0,0,0,2.53486,0,0,2.53486
7, 118A2,20/07/2020,A,2,0,0,5.49779,4.97299,2.55359,0,0,0.785398,2.4194,0,3.2048
7, 118A2,20/07/2020,A,2,0,4.83674,2.95624,2.50884,1.68791,1.26791,0.785398,1.8805,0.820939,0.482513,3.18395
7, 118A2,20/07/2020,A,2,0,4.65689,1.5708,0,0,0,0,3.08609,0,0,3.08609
7, 118A2,20/07/2020,A,2,0,1.5708,3.97044,0,0,0,0,3.88354,0,0,3.88354
7, 119A2,22/07/2020,B,3,0,5.79323,5.40713,2.39965,1.9513,0,0,0.386101,0.448343,0,0.834443
7, 119A2,22/07/2020,B,3,0,5.35589,4.84494,1.50838,1.10715,0,0,0.51095,0.401229,0,0.912178
7, 119A2,22/07/2020,B,3,0,0.117109,5.17604,2.35619,1.74547,0,0,1.22426,0.610726,0,1.83498
7, 119A2,22/07/2020,B,3,0,2.95624,2.44685,6.03821,4.95737,0,0,0.50939,1.08084,0,1.59023
7, 119A2,22/07/2020,B,3,0,0.489957,0.117109,4.65363,4.22243,3.44448,2.9442,0.372849,0.431201,0.50028,1.30433
7, 119A2,22/07/2020,B,3,0,6.05209,4.3731,2.39965,1.26791,0,0,1.679,1.13173,0,2.81073
7, 119A2,22/07/2020,B,3,0,4.87754,3.65398,2.31274,1.03038,0,0,1.22356,1.28237,0,2.50592
7, 119A2,22/07/2020,B,3,0,5.54124,4.22243,3.07029,2.49809,0,0,1.31881,0.572194,0,1.891
7, 119A2,22/07/2020,B,3,0,5.62749,4.76789,2.26553,1.78189,0,0,0.859602,0.483645,0,1.34325
7, 119A2,22/07/2020,B,3,0,2.72918,1.13417,4.99844,4.4813,0,0,1.59501,0.517142,0,2.11215
7, 119A2,22/07/2020,B,3,1,1.26791,0.197396,4.06889,3.07917,0,0,1.07052,0.989714,0,2.06023
7, 119A2,22/07/2020,B,3,1,4.97299,3.68201,2.72918,1.76819,0,0,1.29098,0.96099,0,2.25197
7, 119A2,22/07/2020,B,3,1,4.33188,2.35619,0,0,0,0,1.97569,0,0,1.97569
7, 119A2,22/07/2020,B,3,1,3.27414,2.4859,5.79323,5.17604,0,0,0.788247,0.617192,0,1.40544
7, 119A2,22/07/2020,B,3,0,1.31019,5.25281,2.67795,2.24554,0,0,2.34057,0.432408,0,2.77298
7, 119A2,22/07/2020,B,3,1,0.2783,5.11728,3.08609,2.12245,0,0,1.4442,0.963643,0,2.40785
7, 119A2,22/07/2020,B,3,1,3.80756,2.5128,1.5708,1.04272,0,0,1.29477,0.528075,0,1.82284
7, 119A2,22/07/2020,B,3,1,5.01527,4.59528,2.76109,2.39965,0.404892,0.185348,0.419994,0.361441,0.219544,1.00098
7, 119A2,22/07/2020,B,3,1,3.07917,2.5128,6.15063,4.99069,0,0,0.566377,1.15995,0,1.72632
