ID,seq,w30,w31,w32,w3d0,w3d1,w3d,w20,w21,w22,w2d0,w2d1,w2d,w10,w11,w12,w1d0,w1d1,w1d,curve
 009B3,1,4.71239,4.64108,4.7837,0.0713077,0.0713076,0.0713076,3.83052,3.86042,3.80264,0.0299057,0.0278811,0.0288934,2.78689,3.40219,2.86329,0.615308,0.0764059,0.345857,0.148686
191A2,2,,,,,,,,,,,,,,,,,,,0.248215
 009B3,0,,,,,,,3.77267,3.89252,3.56822,0.11985,0.204452,0.162151,2.6659,2.89661,2.48875,0.230717,0.177151,0.203934,0.183042
 009B3,1,,,,,,,3.90261,3.97457,3.82732,0.0719685,0.0752831,0.0736258,2.77986,2.7367,2.83871,0.0431626,0.0588445,0.0510035,0.0623146
191A2,2,,,,,,,,,,,,,,,,,,,0.1207274
 009B3,0,,,,,,,,,,,,,2.89661,2.67795,3.22473,0.218669,0.32812,0.273394,0.273394
 009B3,1,,,,,,,,,,,,,2.86329,2.86329,2.86329,0,0,0,0
191A2,2,,,,,,,,,,,,,,,,,,,0.273394
 009B3,0,4.03765,3.78509,4.36362,0.252554,0.32597,0.289262,4.84209,4.55974,5.17604,0.282352,0.333945,0.308148,5.66294,5.01527,5.87829,0.647662,0.215358,0.43151,0.342973
 009B3,1,4.02194,3.92699,4.14566,0.0949519,0.123717,0.109335,4.93919,4.86504,5.01089,0.0741496,0.0717,0.0729248,5.93441,5.17604,5.98469,0.758378,0.0502719,0.404325,0.195528
191A2,2,,,,,,,,,,,,,,,,,,,0.147445
 014A3,0,,,,,,,,,,,,,1.287,1.03038,1.49949,0.256625,0.212487,0.234556,0.234556
 014A3,1,,,,,,,,,,,,,4.28263,4.24874,4.3176,0.033885,0.0349712,0.0344281,0.0344281
191A2,2,,,,,,,,,,,,,,,,,,,0.2001279
 014A3,0,,,,,,,,,,,,,1.22203,0.785398,1.5708,0.436627,0.348771,0.392699,0.392699
 014A3,1,,,,,,,,,,,,,1.0637,1.0637,1.0637,0,0,0,0
191A2,2,,,,,,,,,,,,,,,,,,,0.392699
 014A3,0,,,,,,,4.3176,4.57984,3.98575,0.262239,0.331851,0.297045,3.37714,3.86042,3.08284,0.483285,0.294301,0.388793,0.342919
 014A3,1,,,,,,,4.18431,4.17197,4.20529,0.0123453,0.0209755,0.0166604,3.14159,3.05845,3.22473,0.0831413,0.0831412,0.0831413,0.0499008
191A2,2,,,,,,,,,,,,,,,,,,,0.2930182
 014A3,0,,,,,,,5.21523,4.95737,5.49779,0.257865,0.282555,0.27021,6.13054,5.93441,0,0.196122,0.152649,0.174386,0.222298
 014A3,1,,,,,,,5.1448,5.11728,5.17604,0.0275159,0.0312394,0.0293777,6.0932,6.07209,6.11804,0.0211048,0.0248398,0.0229723,0.026175
191A2,2,,,,,,,,,,,,,,,,,,,0.196123
 014A3,0,0.463648,0.0906599,0.785398,0.372988,0.321751,0.347369,1.44109,1.20362,1.76819,0.237471,0.327098,0.282285,2.20355,1.53956,2.55359,0.663989,0.350045,0.507017,0.37889
 014A3,1,6.20641,6.21188,6.20004,0.00546447,0.00636911,0.00591679,0.992894,1.07145,0.927295,0.0785555,0.0655992,0.0720773,2.22868,1.36775,2.25653,0.860934,0.027841,0.444387,0.174127
191A2,2,,,,,,,,,,,,,,,,,,,0.204763
 014A3,0,,,,,,,0.851966,0.463648,1.26791,0.388319,0.415945,0.402132,2.39965,1.94169,2.9105,0.457958,0.510857,0.484407,0.443269
 014A3,1,,,,,,,0.680521,0.68573,0.674741,0.0052084,0.00578028,0.00549434,1.88284,1.85685,1.91382,0.0259906,0.0309819,0.0284863,0.0169903
191A2,2,,,,,,,,,,,,,,,,,,,0.4262787
 014A3,0,6.25462,6.05209,0.165149,0.202527,0.193713,0.19812,1.27536,1.14417,1.40565,0.131187,0.130292,0.130739,1.97569,1.38545,2.1588,0.59024,0.183111,0.386675,0.238512
 014A3,1,0.0644268,6.15883,0.260602,0.188782,0.196175,0.192479,1.05634,1.07145,1.04272,0.0151047,0.0136231,0.0143639,2.03444,1.27656,2.18152,0.757882,0.147078,0.45248,0.219774
191A2,2,,,,,,,,,,,,,,,,,,,0.018738
 014A3,0,2.8786,3.14159,2.61352,0.262995,0.26508,0.264037,1.74299,2.18152,1.344,0.438535,0.39899,0.418762,0.876058,1.60109,0.588003,0.725032,0.288055,0.506544,0.396448
 014A3,1,2.88641,2.91479,2.85014,0.0283836,0.0362744,0.032329,1.76198,1.8693,1.68145,0.107314,0.0805273,0.0939209,0.896055,1.5708,0.86217,0.674741,0.0338854,0.354313,0.160188
191A2,2,,,,,,,,,,,,,,,,,,,0.23626
 014A3,0,0.93577,0.726642,1.14417,0.209127,0.208399,0.208763,1.8491,1.6421,2.19105,0.206992,0.34195,0.274471,2.80492,2.01952,3.06482,0.785398,0.259903,0.52265,0.335295
 014A3,1,0.876058,0.785398,0.982794,0.0906599,0.106736,0.0986977,1.82447,1.71269,1.93797,0.111777,0.1135,0.112639,3.04512,2.24132,3.07502,0.803801,0.0299057,0.416853,0.209397
191A2,2,,,,,,,,,,,,,,,,,,,0.125898
 014A3,0,,,,,,,,,,,,,0.912908,0.68573,1.13839,0.227178,0.225481,0.22633,0.22633
 014A3,1,,,,,,,,,,,,,0.88848,0.950547,0.844154,0.0620669,0.0443258,0.0531964,0.0531964
191A2,2,,,,,,,,,,,,,,,,,,,0.1731336
 014A3,0,0.844154,0.661043,1.00407,0.183111,0.159913,0.171512,1.5708,1.13839,2.07014,0.432408,0.499347,0.465877,2.4733,1.71681,2.79857,0.756495,0.325265,0.54088,0.392756
 014A3,1,0.554308,0.588003,0.507098,0.0336951,0.047209,0.0404521,1.44644,1.20362,1.75065,0.242819,0.304209,0.273514,2.5253,1.69515,2.65469,0.830144,0.129398,0.479771,0.264579
191A2,2,,,,,,,,,,,,,,,,,,,0.128177
 014B3,0,1.64757,1.89255,1.30454,0.244979,0.343024,0.294001,0.756835,1.03038,0.528074,0.273542,0.22876,0.251151,6.04634,0.418224,5.78384,0.655073,0.262498,0.458786,0.334646
 014B3,1,1.6421,1.64757,1.63736,0.00546447,0.00473928,0.00510188,0.579074,0.68573,0.489957,0.106656,0.0891169,0.0978862,5.92848,0.291457,5.91601,0.646162,0.0124683,0.329315,0.144101
191A2,2,,,,,,,,,,,,,,,,,,,0.190545
 014B3,0,,,,,,,1.13613,0.876058,1.38545,0.260068,0.249322,0.254695,2.24554,1.99742,2.45586,0.248114,0.210326,0.22922,0.241958
 014B3,1,,,,,,,1.22777,1.2925,1.1659,0.0647244,0.0618678,0.0632961,2.2143,2.2143,2.2143,0,0,0,0.031648
191A2,2,,,,,,,,,,,,,,,,,,,0.21031
 014B3,0,,,,,,,,,,,,,1.27934,0.950547,1.63322,0.328793,0.353876,0.341334,0.341334
 014B3,1,,,,,,,,,,,,,1.10715,1.08084,1.13839,0.0263097,0.0312399,0.0287748,0.0287748
191A2,2,,,,,,,,,,,,,,,,,,,0.3125592
 014B3,0,,,,,,,,,,,,,1.8218,2.2143,1.48406,0.392498,0.337741,0.36512,0.36512
 014B3,1,,,,,,,,,,,,,2.1786,2.1588,2.19959,0.0197995,0.0209941,0.0203968,0.0203968
191A2,2,,,,,,,,,,,,,,,,,,,0.3447232
 014B3,0,,,,,,,0.962994,0.785398,1.13839,0.177596,0.175394,0.176495,2.00547,1.5708,2.28489,0.43467,0.279421,0.357045,0.26677
 014B3,1,,,,,,,1.10715,1.07145,1.13839,0.0356991,0.0312399,0.0334695,1.9255,1.89255,1.96559,0.0329551,0.0400857,0.0365204,0.0349949
191A2,2,,,,,,,,,,,,,,,,,,,0.2317751
 014B3,0,,,,,,,0.890275,0.519146,1.344,0.371129,0.453722,0.412426,1.97104,1.72345,2.17634,0.247591,0.205304,0.226448,0.319437
 014B3,1,,,,,,,0.72425,0.741947,0.708626,0.0176972,0.0156237,0.0166605,1.82335,1.69515,1.9513,0.128199,0.127952,0.128076,0.0723681
191A2,2,,,,,,,,,,,,,,,,,,,0.2470689
 014B3,0,,,,,,,1.8805,1.65394,2.06474,0.226562,0.184239,0.2054,2.84309,2.64765,3.06482,0.195442,0.221727,0.208585,0.206993
 014B3,1,,,,,,,1.88179,1.89255,1.8693,0.0107526,0.0124993,0.011626,2.83189,2.81984,2.84309,0.0120475,0.0112042,0.0116258,0.0116259
191A2,2,,,,,,,,,,,,,,,,,,,0.1953671
 014B3,0,,,,,,,1.67388,1.45369,1.96559,0.22019,0.291709,0.25595,2.67795,2.30361,3.00904,0.374334,0.331096,0.352715,0.304332
 014B3,1,,,,,,,1.46014,1.49402,1.4289,0.0338854,0.0312399,0.0325626,2.54539,2.39965,2.67795,0.145748,0.132552,0.13915,0.0858562
191A2,2,,,,,,,,,,,,,,,,,,,0.2184758
 014B3,0,,,,,,,,,,,,,0.588003,0.321751,0.785398,0.266252,0.197396,0.231824,0.231824
 014B3,1,,,,,,,,,,,,,0.708626,0.785398,0.655696,0.0767721,0.0529307,0.0648514,0.0648514
191A2,2,,,,,,,,,,,,,,,,,,,0.1669726
 014B3,0,,,,,,,2.07364,2.28963,1.89255,0.215987,0.181093,0.19854,1.14417,1.40565,0.896055,0.261479,0.248113,0.254796,0.226668
 014B3,1,,,,,,,2.22868,2.2143,2.24554,0.0143874,0.0168523,0.0156198,1.07685,1.13417,1.00407,0.0573143,0.0727879,0.0650511,0.0403355
191A2,2,,,,,,,,,,,,,,,,,,,0.1863325
 014B3,0,0.815692,0.610726,1.03038,0.204966,0.214685,0.209825,1.65394,1.30454,1.93797,0.349393,0.284033,0.316713,2.6168,1.85335,2.81984,0.763446,0.203045,0.483245,0.336595
 014B3,1,0.499347,0.463648,0.54042,0.0356991,0.0410728,0.0383859,1.63133,1.62955,1.63322,0.00177622,0.00188676,0.00183149,2.64517,1.88503,2.70918,0.760142,0.0640148,0.412078,0.150765
191A2,2,,,,,,,,,,,,,,,,,,,0.18583
 014B3,0,,,,,,,1.52915,1.32582,1.73594,0.203336,0.206791,0.205064,2.57828,2.41495,2.76109,0.163326,0.18281,0.173068,0.189066
 014B3,1,,,,,,,1.60412,1.69515,1.49949,0.0910343,0.104628,0.0978314,2.57486,2.45586,2.71497,0.119,0.140102,0.129551,0.113691
191A2,2,,,,,,,,,,,,,,,,,,,0.075375
 014B3,0,,,,,,,1.60204,1.33971,1.89255,0.26233,0.290511,0.276421,2.84736,2.52134,3.14159,0.326015,0.294235,0.310125,0.293273
 014B3,1,,,,,,,1.6002,1.62338,1.5708,0.0231799,0.0294032,0.0262916,2.80953,2.7367,2.88099,0.0728323,0.0714573,0.0721448,0.0492182
191A2,2,,,,,,,,,,,,,,,,,,,0.2440548
 014B3,0,,,,,,,3.20602,3.40219,3.01724,0.196175,0.188782,0.192479,2.1588,2.46685,1.8693,0.308053,0.289504,0.298778,0.245628
 014B3,1,,,,,,,3.30236,3.25225,3.34909,0.0501053,0.0467338,0.0484196,2.16797,2.1588,2.17634,0.00917411,0.00836793,0.00877102,0.0285953
191A2,2,,,,,,,,,,,,,,,,,,,0.2170327
 014B3,0,,,,,,,4.27998,4.5013,4.06889,0.221314,0.211093,0.216204,3.21045,3.46334,2.9305,0.252894,0.27995,0.266422,0.241313
 014B3,1,,,,,,,4.28576,4.39064,4.17197,0.104877,0.113792,0.109334,3.2876,3.31626,3.2587,0.0286602,0.0289035,0.0287818,0.0690581
191A2,2,,,,,,,,,,,,,,,,,,,0.1722549
 014B3,0,,,,,,,,,,,,,4.32005,4.64997,4.01013,0.329921,0.309917,0.319919,0.319919
 014B3,1,,,,,,,,,,,,,1.24905,1.24905,1.24905,0,0,0,0
191A2,2,,,,,,,,,,,,,,,,,,,0.319919
 014B3,0,,,,,,,1.17056,0.732815,1.51204,0.437741,0.341485,0.389613,2.33056,2.06474,2.61352,0.265821,0.282959,0.27439,0.332002
 014B3,1,,,,,,,1.15257,1.1659,1.13839,0.0133328,0.0141835,0.0137581,2.1487,2.12245,2.18152,0.026247,0.032824,0.0295355,0.0216468
191A2,2,,,,,,,,,,,,,,,,,,,0.3103552
 014B3,0,,,,,,,1.32582,0.982794,1.63322,0.343024,0.307397,0.325211,2.44685,2.11122,2.81984,0.335639,0.372988,0.354313,0.339762
 014B3,1,,,,,,,1.17056,1.20362,1.13839,0.0330667,0.0321672,0.0326169,2.28315,2.22649,2.35619,0.0566621,0.0730404,0.0648512,0.0487341
191A2,2,,,,,,,,,,,,,,,,,,,0.2910279
 014B3,0,,,,,,,1.20825,0.785398,1.62955,0.422854,0.4213,0.422077,2.71497,2.35619,3.04192,0.358771,0.326959,0.342865,0.382471
 014B3,1,,,,,,,1.30163,1.2925,1.31019,0.00913215,0.00856534,0.00884874,2.63449,2.53931,2.71874,0.0951889,0.0842446,0.0897167,0.0492827
191A2,2,,,,,,,,,,,,,,,,,,,0.3331883
 015A2,0,,,,,,,0.91972,0.551655,1.344,0.368065,0.424278,0.396171,2.09407,1.78189,2.35619,0.312185,0.26212,0.287152,0.341662
 015A2,1,,,,,,,0.785398,0.732815,0.844154,0.0525831,0.0587558,0.0556694,1.94607,1.92957,1.9614,0.0165001,0.0153364,0.0159183,0.0357939
191A2,2,,,,,,,,,,,,,,,,,,,0.3058681
 015A2,0,,,,,,,1.13839,0.965252,1.344,0.173137,0.205609,0.189373,1.96559,1.73594,2.1588,0.229642,0.193211,0.211427,0.2004
 015A2,1,,,,,,,1.06031,1.07685,1.04272,0.0165471,0.0175861,0.0170666,2.08525,2.1588,1.99742,0.0735511,0.087824,0.0806875,0.0488771
191A2,2,,,,,,,,,,,,,,,,,,,0.1515229
 015A2,0,,,,,,,1.24905,1.03038,1.48014,0.218669,0.231091,0.22488,2.27529,1.96559,2.55359,0.309703,0.2783,0.294001,0.259441
 015A2,1,,,,,,,1.2598,1.31019,1.20362,0.0503959,0.0561756,0.0532857,2.23484,2.22649,2.24554,0.00835061,0.0106949,0.00952275,0.0314042
191A2,2,,,,,,,,,,,,,,,,,,,0.2280368
 015A2,0,1.82812,2.03444,1.5708,0.206324,0.257324,0.231824,1.23606,1.49402,0.96007,0.257965,0.275989,0.266977,0.165149,1.02514,6.21662,0.859992,0.231717,0.545855,0.348219
 015A2,1,2.03444,2.12245,1.9513,0.0880074,0.0831412,0.0855743,0.994421,1.0637,0.942,0.0692767,0.0524211,0.0608489,0,0.62025,0,0.62025,0,0.310125,0.152183
191A2,2,,,,,,,,,,,,,,,,,,,0.196036
 015A2,0,,,,,,,0.896055,0.463648,1.2925,0.432408,0.396441,0.414425,2.09887,1.8314,2.40878,0.267472,0.309907,0.288689,0.351557
 015A2,1,,,,,,,1.07899,1.10715,1.05165,0.0281619,0.027337,0.0277494,2.08525,2.09887,2.07014,0.0136232,0.0151048,0.014364,0.0210567
191A2,2,,,,,,,,,,,,,,,,,,,0.3305003
 015A2,0,0.367174,0.141897,0.588003,0.225277,0.220829,0.223053,1.33525,1.07685,1.65394,0.258396,0.318686,0.288541,2.19628,1.45369,2.45586,0.742594,0.259582,0.501088,0.337561
 015A2,1,0.386876,0.380506,0.394791,0.00636935,0.00791541,0.00714238,1.32582,1.3734,1.2723,0.047583,0.0535203,0.0505517,2.23677,1.54303,2.26553,0.69374,0.0287689,0.361254,0.139649
191A2,2,,,,,,,,,,,,,,,,,,,0.197912
 015A2,0,,,,,,,1.2925,1.10715,1.5708,0.185348,0.2783,0.231824,2.42923,2.1588,2.67795,0.270436,0.24871,0.259573,0.245698
 015A2,1,,,,,,,1.34156,1.344,1.33971,0.00243321,0.00185871,0.00214596,2.42276,2.39965,2.44685,0.0231173,0.0240916,0.0236045,0.0128752
191A2,2,,,,,,,,,,,,,,,,,,,0.2328228
 015A2,0,1.38769,1.04272,1.70335,0.344964,0.315662,0.330313,2.38649,1.98902,2.64765,0.397468,0.261163,0.329315,3.32145,2.66425,3.43305,0.657199,0.111603,0.384401,0.34801
 015A2,1,1.32582,1.32582,1.32582,0,0,0,2.25132,2.13753,2.35619,0.113792,0.104877,0.109334,3.40219,2.61553,3.44448,0.786669,0.0422825,0.414476,0.174603
191A2,2,,,,,,,,,,,,,,,,,,,0.173407
 015A2,0,,,,,,,3.00904,3.14159,2.84309,0.132552,0.165947,0.14925,2.09407,2.30361,1.92957,0.209537,0.164508,0.187022,0.168136
 015A2,1,,,,,,,3.09163,3.05485,3.14159,0.0367799,0.0499586,0.0433692,2.0577,2.03444,2.07789,0.0232518,0.0201992,0.0217255,0.0325474
191A2,2,,,,,,,,,,,,,,,,,,,0.1355886
 015A2,0,,,,,,,,,,,,,1.2598,1.05165,1.49949,0.208148,0.239691,0.223919,0.223919
 015A2,1,,,,,,,,,,,,,1.24905,1.26791,1.22777,0.018866,0.0212734,0.0200697,0.0200697
191A2,2,,,,,,,,,,,,,,,,,,,0.2038493
 015A3,0,,,,,,,3.92699,4.08359,3.75232,0.156602,0.174672,0.165637,3.18157,3.44009,2.89661,0.258521,0.284957,0.271739,0.218688
 015A3,1,,,,,,,3.78509,3.77039,3.80264,0.0147049,0.0175423,0.0161236,2.98894,2.9997,2.97644,0.0107521,0.0124993,0.0116257,0.0138747
191A2,2,,,,,,,,,,,,,,,,,,,0.2048133
 015A3,0,,,,,,,2.72017,2.9442,2.52134,0.224024,0.19883,0.211427,1.63522,1.89255,1.38545,0.257324,0.249775,0.253549,0.232488
 015A3,1,,,,,,,2.60117,2.58994,2.61352,0.0112355,0.0123452,0.0117904,1.44247,1.50838,1.3734,0.0659045,0.0690722,0.0674884,0.0396394
191A2,2,,,,,,,,,,,,,,,,,,,0.1928486
 015A3,0,,,,,,,2.56252,2.72918,2.35619,0.166664,0.206324,0.186494,1.38545,1.68145,1.05165,0.296005,0.333798,0.314902,0.250698
 015A3,1,2.82955,2.8023,2.86329,0.0272505,0.0337423,0.0304964,1.82447,1.8491,1.7976,0.0246257,0.0268753,0.0257505,0.91795,1.5708,0.927295,0.652847,0.00934544,0.331096,0.129114
191A2,2,,,,,,,,,,,,,,,,,,,0.121584
 015A3,0,,,,,,,3.05609,3.19709,2.9105,0.141004,0.145585,0.143295,1.72579,1.92957,1.50838,0.203774,0.217415,0.210595,0.176945
 015A3,1,,,,,,,2.96692,2.9927,2.9305,0.0257825,0.0364211,0.0311018,1.80765,1.87368,1.72345,0.0660361,0.0841994,0.0751178,0.0531098
191A2,2,,,,,,,,,,,,,,,,,,,0.1238352
 015A3,0,,,,,,,,,,,,,1.39094,1.1659,1.5708,0.225038,0.179854,0.202446,0.202446
 015A3,1,,,,,,,,,,,,,1.34156,1.3597,1.32582,0.0181388,0.0157467,0.0169428,0.0169428
191A2,2,,,,,,,,,,,,,,,,,,,0.1855032
 015A3,0,,,,,,,1.18392,0.927295,1.43824,0.256625,0.254324,0.255475,2.3007,2.0032,2.64225,0.297492,0.34155,0.319521,0.287498
 015A3,1,,,,,,,1.30454,1.19029,1.40565,0.114254,0.101103,0.107679,2.38183,2.35619,2.41495,0.0256355,0.0331205,0.029378,0.0685284
191A2,2,,,,,,,,,,,,,,,,,,,0.2189696
 015A3,0,,,,,,,6.11341,5.86496,0.117109,0.248446,0.286887,0.267667,1.03038,0.741947,1.26492,0.288429,0.234541,0.261485,0.264576
 015A3,1,,,,,,,5.99713,6.05639,5.96143,0.0592527,0.0356989,0.0474758,1.10715,1.14794,1.04272,0.0407938,0.0644269,0.0526104,0.0500431
191A2,2,,,,,,,,,,,,,,,,,,,0.2145329
 015A3,0,,,,,,,0.312901,0.0949517,0.605545,0.21795,0.292643,0.255296,1.75614,1.51204,2.00742,0.244104,0.251279,0.247692,0.251494
 015A3,1,,,,,,,0.332059,0.426627,0.270947,0.0945682,0.0611126,0.0778404,1.5708,1.5708,1.5708,0,0,0,0.0389202
191A2,2,,,,,,,,,,,,,,,,,,,0.2125738
 015B3,0,,,,,,,,,,,,,2.68881,2.89661,2.48875,0.2078,0.200068,0.203934,0.203934
 015B3,1,,,,,,,,,,,,,2.8105,2.76109,2.85554,0.0494103,0.0450448,0.0472276,0.0472276
191A2,2,,,,,,,,,,,,,,,,,,,0.1567064
 015B3,0,,,,,,,,,,,,,1.62788,1.3734,1.9513,0.254476,0.323426,0.288951,0.288951
 015B3,1,,,,,,,,,,,,,1.72579,1.8314,1.62955,0.105606,0.0962409,0.100923,0.100923
191A2,2,,,,,,,,,,,,,,,,,,,0.188028
 015B3,0,,,,,,,,,,,,,1.62075,2.31274,1.2598,0.691989,0.360957,0.526473,0.526473
 015B3,1,,,,,,,,,,,,,1.81577,1.78189,1.84174,0.0338852,0.0259685,0.0299269,0.0299269
191A2,2,,,,,,,,,,,,,,,,,,,0.4965461
 015B3,0,,,,,,,0.269167,0.0525831,0.610726,0.216584,0.341558,0.279071,1.5708,1.32582,1.77829,0.244979,0.207496,0.226237,0.252654
 015B3,1,,,,,,,0.397079,0.390607,0.404892,0.00647241,0.00781241,0.00714241,1.5351,1.6421,1.4289,0.107006,0.106198,0.106602,0.0568723
191A2,2,,,,,,,,,,,,,,,,,,,0.1957817
 015B3,0,4.4286,4.57984,4.20529,0.151242,0.223305,0.187273,3.39678,3.68201,3.14159,0.285237,0.255182,0.27021,2.39617,3.24126,2.1588,0.845088,0.237374,0.541231,0.332905
 015B3,1,4.64353,4.64108,4.64582,0.00245142,0.00228778,0.0023696,3.52991,3.5221,3.53638,0.00781226,0.0064725,0.00714238,2.8578,3.28349,2.87534,0.425691,0.0175423,0.221617,0.0770429
191A2,2,,,,,,,,,,,,,,,,,,,0.2558621
 015B3,0,,,,,,,4.00003,4.43409,3.63155,0.434058,0.368481,0.401269,2.73268,2.92292,2.49809,0.190239,0.234593,0.212416,0.306843
 015B3,1,,,,,,,3.6959,3.75232,3.64094,0.0564183,0.0549607,0.0556895,2.74135,2.7468,2.7367,0.00544968,0.00465131,0.0050505,0.03037
191A2,2,,,,,,,,,,,,,,,,,,,0.276473
 015B3,0,0.514451,0.394791,0.628796,0.11966,0.114345,0.117003,1.70632,1.50423,2.08994,0.202096,0.383619,0.292857,2.61352,1.95668,2.86329,0.656839,0.249775,0.453307,0.287722
 015B3,1,0.657889,0.643501,0.674741,0.0143875,0.0168523,0.0156199,1.50194,1.44644,1.5708,0.0554986,0.0688566,0.0621776,2.76726,1.9513,2.7468,0.815956,0.0204575,0.418207,0.165335
191A2,2,,,,,,,,,,,,,,,,,,,0.122387
 015B3,0,5.04713,4.84494,5.35589,0.202185,0.308764,0.255475,6.00489,5.58845,0.124355,0.416439,0.402655,0.409547,0.755104,6.2044,1.00407,0.833888,0.248963,0.541426,0.402149
 015B3,1,5.47077,5.42102,5.49779,0.0497513,0.0270204,0.0383858,0.0356991,0,0.0624188,0.0356991,0.02672,0.0312095,0.996491,0.286051,1.0122,0.71044,0.0157055,0.363073,0.144223
191A2,2,,,,,,,,,,,,,,,,,,,0.257926
 015B3,0,2.91479,3.07917,2.67795,0.16438,0.236849,0.200614,2.00056,2.45586,1.5708,0.455305,0.429762,0.442533,1.20682,1.83476,0.851966,0.627943,0.354851,0.491397,0.378182
 015B3,1,3.01724,2.97644,3.05845,0.0407937,0.0412139,0.0410038,2.03444,2.06474,2.00742,0.0302939,0.0270205,0.0286572,1.03709,1.76819,0.96007,0.731104,0.0770178,0.404061,0.157907
191A2,2,,,,,,,,,,,,,,,,,,,0.220275
 015B3,0,,,,,,,2.03444,2.19959,1.83705,0.165149,0.197396,0.181272,1.17601,1.49949,0.837981,0.323484,0.338024,0.330754,0.256013
 015B3,1,,,,,,,1.99222,1.98321,2.0032,0.00900877,0.0109886,0.00999869,0.96007,0.982794,0.927295,0.0227236,0.0327752,0.0277494,0.018874
191A2,2,,,,,,,,,,,,,,,,,,,0.237139
 015B3,0,,,,,,,2.08994,2.39965,1.80189,0.309703,0.288056,0.298879,0.957589,1.21203,0.702257,0.254437,0.255332,0.254884,0.276882
 015B3,1,,,,,,,1.99499,2.08319,1.89255,0.0881952,0.102444,0.0953195,0.785398,0.785398,0.785398,0,0,0,0.0476598
191A2,2,,,,,,,,,,,,,,,,,,,0.2292222
 015B3,0,,,,,,,1.96314,2.26553,1.68791,0.302398,0.275231,0.288815,0.933248,1.24905,0.674741,0.315798,0.258507,0.287152,0.287984
 015B3,1,,,,,,,2.07789,2.11122,2.03444,0.0333208,0.0434511,0.0383859,0.865228,0.904827,0.825377,0.0395989,0.0398513,0.0397251,0.0390555
191A2,2,,,,,,,,,,,,,,,,,,,0.2489285
 015B3,0,,,,,,,5.94016,5.6809,1.89255,0.259263,0.906021,0.582642,4.87104,2.53605,5.17604,0.806596,0.304992,0.555794,0.569218
 015B3,1,,,,,,,1.83996,1.8491,1.8314,0.0091323,0.00856507,0.00884868,2.92753,2.89661,2.96174,0.0309179,0.0342073,0.0325626,0.0207056
191A2,2,,,,,,,,,,,,,,,,,,,0.5485124
 015B3,0,1.88179,1.62955,2.19959,0.252242,0.317798,0.28502,2.8578,2.48055,3.14159,0.377249,0.283794,0.330522,3.82391,2.9866,4.08359,0.837313,0.259684,0.548498,0.388013
 015B3,1,1.67388,1.75614,1.5708,0.0822662,0.103082,0.0926739,2.65908,2.60117,2.71497,0.0579062,0.0558857,0.0568959,3.574,2.91236,3.58144,0.66164,0.00743476,0.334537,0.161369
191A2,2,,,,,,,,,,,,,,,,,,,0.226644
