tag,ID,seq,w30,w31,w32,w3d0,w3d1,w3d,w20,w21,w22,w2d0,w2d1,w2d,w10,w11,w12,w1d0,w1d1,w1d,curve
12, 191A2, 0, , , , , , , , , , , , , 3.80988, 3.92699, 3.68201, 0.117109, 0.12787, 0.122489, 0.122489
12, 191A2, 1, , , , , , , , , , , , , 3.78509, 3.83633, 3.7296, 0.051237, 0.0554986, 0.0533678, 0.0533678
12, 191A2, 2, , , , , , , , , , , , , 1.01914, 0.96007, 1.05841, 0.0590709, 0.0392655, 0.0491682, 0.0491682
12, 191A2, 0, , , , , , , , , , , , , 1.06031, 1.2723, 0.876058, 0.211989, 0.18425, 0.19812, 0.19812
12, 191A2, 1, , , , , , , , , , , , , 0.972377, 1.03038, 0.927295, 0.0579995, 0.0450822, 0.0515409, 0.0515409
12, 191A2, 2, , , , , , , , , , , , , 1.13839, 1.17601, 1.10715, 0.0376166, 0.0312397, 0.0344282, 0.0344282
12, 191A2, 0, , , , , , , , , , , , , 1.90747, 2.1294, 1.73594, 0.221925, 0.171526, 0.196725, 0.196725
12, 191A2, 1, , , , , , , , , , , , , 2.22187, 2.1588, 2.29744, 0.0630741, 0.0755657, 0.0693199, 0.0693199
12, 191A2, 2, , , , , , , , , , , , , 1.97569, 2.1588, 1.81577, 0.183111, 0.159913, 0.171512, 0.171512
12, 191A2, 0, , , , , , , , , , , , , 1.85459, 2.09887, 1.5708, 0.24428, 0.283794, 0.264037, 0.264037
12, 191A2, 1, , , , , , , , , , , , , 1.91382, 2.0032, 1.8314, 0.089384, 0.0824215, 0.0859028, 0.0859028
12, 191A2, 2, , , , , , , , , , , , , 2.19105, 2.24554, 2.13753, 0.0544914, 0.0535202, 0.0540058, 0.0540058
12, 191A2, 0, , , , , , , , , , , , , 1.78486, 1.73594, 1.83705, 0.048912, 0.0521912, 0.0505516, 0.0505516
12, 191A2, 1, , , , , , , , , , , , , 1.76819, 1.66146, 1.8491, 0.106736, 0.0809044, 0.09382, 0.09382
12, 191A2, 2, , , , , , , , , , , , , 2.07014, 1.99742, 2.13753, 0.0727192, 0.0673827, 0.070051, 0.070051
12, 191B2, 0, , , , , , , , , , , , , 1.63322, 1.44644, 1.81577, 0.186774, 0.18256, 0.184667, 0.184667
12, 191B2, 1, , , , , , , , , , , , , 1.71681, 1.62629, 1.81577, 0.0905137, 0.0989665, 0.0947401, 0.0947401
12, 191B2, 2, , , , , , , , , , , , , 0.526066, 0.558599, 0.489957, 0.0325331, 0.0361091, 0.0343211, 0.0343211
12, 191B2, 0, , , , , , , , , , , , , 0.394791, 0.260602, 0.588003, 0.134189, 0.193211, 0.1637, 0.1637
12, 191B2, 1, , , , , , , , , , , , , 0.309703, 0.298499, 0.321751, 0.011204, 0.0120477, 0.0116258, 0.0116258
12, 191B2, 2, , , , , , , , , , , , , 0.367174, 0.2783, 0.463648, 0.0888742, 0.0964741, 0.0926741, 0.0926741
12, 191B2, 0, , , , , , , , , , , , , 2.38649, 1.91957, 2.77442, 0.466921, 0.387931, 0.427426, 0.427426
12, 191B2, 1, , , , , , , , , , , , , 2.35619, 2.19959, 2.49809, 0.156602, 0.141897, 0.14925, 0.14925
12, 191B2, 2, , , , , , , , , , , , , 1.68567, 1.81577, 1.5708, 0.130102, 0.114877, 0.122489, 0.122489
12, 191B2, 0, , , , , , , , , , , , , 1.35674, 1.17601, 1.5708, 0.18073, 0.214061, 0.197396, 0.197396
12, 191B2, 1, , , , , , , , , , , , , 1.26109, 1.19029, 1.3734, 0.0708034, 0.112307, 0.0915554, 0.0915554
12, 191B2, 2, , , , , , , , , , , , , 0.870903, 0.785398, 0.942, 0.0855052, 0.0710968, 0.078301, 0.078301
12, 191B2, 0, , , , , , , , , , , , , 1.28824, 1.43824, 1.15839, 0.150003, 0.129856, 0.139929, 0.139929
12, 191B2, 1, , , , , , , , , , , , , 1.43373, 1.43824, 1.4289, 0.00451461, 0.00483084, 0.00467272, 0.00467272
12, 191B2, 2, , , , , , , , , , , , , 1.91635, 1.9513, 1.86225, 0.0349506, 0.0540988, 0.0445247, 0.0445247
12, 191B2, 0, , , , , , , , , , , , , 1.92957, 2.24554, 1.6421, 0.31597, 0.287463, 0.301717, 0.301717
12, 191B2, 1, , , , , , , , , , , , , 1.9513, 2.07789, 1.83705, 0.126593, 0.114254, 0.120423, 0.120423
12, 191B2, 2, , , , , , , , , , , , , 2.16797, 2.1588, 2.17634, 0.00917411, 0.00836793, 0.00877102, 0.00877102
12, 192A2, 0, , , , , , , , , , , , , 5.27571, 5.49779, 5.10718, 0.222082, 0.168525, 0.195303, 0.195303
12, 192A2, 1, , , , , , , , , , , , , 1.98321, 1.97569, 1.98902, 0.00751865, 0.00581399, 0.00666632, 0.00666632
12, 192A2, 2, , , , , , , , , , , , , 3.10935, 3.07502, 3.14159, 0.0343211, 0.032247, 0.033284, 0.033284
12, 192A2, 0, , , , , , , , , , , , , 1.80863, 1.98321, 1.62955, 0.174575, 0.17908, 0.176827, 0.176827
12, 192A2, 1, , , , , , , , , , , , , 1.89255, 1.91382, 1.8693, 0.0212735, 0.0232517, 0.0222626, 0.0222626
12, 192A2, 2, , , , , , , , , , , , , 0.0344691, -0, 0.0624188, 0.0344691, 0.0279497, 0.0312094, 0.0312094
12, 192A2, 0, , , , , , , , , , , , , 1.046, 1.35213, 0.837981, 0.306127, 0.208019, 0.257073, 0.257073
12, 192A2, 1, , , , , , , , , , , , , 1.0122, 1.10715, 0.927295, 0.094952, 0.0849018, 0.0899269, 0.0899269
12, 192A2, 2, , , , , , , , , , , , , 2.97644, 2.97644, 2.97644, 0, 0, 0, 0
12, 192A2, 0, , , , , , , , , , , , , 2.08635, 1.87368, 2.27942, 0.212664, 0.193077, 0.202871, 0.202871
12, 192A2, 1, , , , , , , , , , , , , 1.9513, 1.89255, 1.99742, 0.0587558, 0.046121, 0.0524384, 0.0524384
12, 192A2, 2, , , , , , , , , , , , , 1.85885, 1.8693, 1.8491, 0.0104436, 0.00975585, 0.0100997, 0.0100997
12, 192A2, 0, , , , , , , , , , , , , 5.27571, 5.49779, 5.10718, 0.222082, 0.168525, 0.195303, 0.195303
12, 192A2, 1, , , , , , , , , , , , , 1.98321, 1.97569, 1.98902, 0.00751865, 0.00581399, 0.00666632, 0.00666632
12, 192A2, 2, , , , , , , , , , , , , 3.10935, 3.07502, 3.14159, 0.0343211, 0.032247, 0.033284, 0.033284
12, 192A2, 0, , , , , , , , , , , , , 1.80863, 1.98321, 1.62955, 0.174575, 0.17908, 0.176827, 0.176827
12, 192A2, 1, , , , , , , , , , , , , 1.89255, 1.91382, 1.8693, 0.0212735, 0.0232517, 0.0222626, 0.0222626
12, 192A2, 2, , , , , , , , , , , , , 0.0344691, -0, 0.0624188, 0.0344691, 0.0279497, 0.0312094, 0.0312094
12, 192A2, 0, , , , , , , , , , , , , 1.046, 1.35213, 0.837981, 0.306127, 0.208019, 0.257073, 0.257073
12, 192A2, 1, , , , , , , , , , , , , 1.0122, 1.10715, 0.927295, 0.094952, 0.0849018, 0.0899269, 0.0899269
12, 192A2, 2, , , , , , , , , , , , , 2.97644, 2.97644, 2.97644, 0, 0, 0, 0
12, 192A2, 0, , , , , , , , , , , , , 2.08635, 1.87368, 2.27942, 0.212664, 0.193077, 0.202871, 0.202871
12, 192A2, 1, , , , , , , , , , , , , 1.9513, 1.89255, 1.99742, 0.0587558, 0.046121, 0.0524384, 0.0524384
12, 192A2, 2, , , , , , , , , , , , , 1.85885, 1.8693, 1.8491, 0.0104436, 0.00975585, 0.0100997, 0.0100997
12, 195A2, 0, , , , , , , , , , , , , 1.24905, 1.66146, 0.896055, 0.412411, 0.35299, 0.382701, 0.382701
12, 195A2, 1, , , , , , , , , , , , , 1.07899, 1.05165, 1.10715, 0.027337, 0.0281619, 0.0277494, 0.0277494
12, 195A2, 2, , , , , , , , , , , , , 0.114877, -0, 0.226799, 0.114877, 0.111922, 0.113399, 0.113399
12, 195A2, 0, , , , , , , , , , , , , 6.25289, 6.05209, 0.185348, 0.200797, 0.215642, 0.208219, 0.208219
12, 195A2, 1, , , , , , , , , , , , , 6.19253, 6.17831, 6.21188, 0.0142169, 0.0193523, 0.0167846, 0.0167846
12, 195A2, 2, , , , , , , , , , , , , 1.81577, 1.7976, 1.8314, 0.0181798, 0.015624, 0.0169019, 0.0169019
12, 195A2, 0, , , , , , , , , , , , , 1.60304, 1.74547, 1.4289, 0.142425, 0.174144, 0.158285, 0.158285
12, 195A2, 1, , , , , , , , , , , , , 1.83379, 1.83705, 1.8314, 0.00325719, 0.00239229, 0.00282474, 0.00282474
12, 195A2, 2, , , , , , , , , , , , , 6.15883, 6.10851, 6.21662, 0.0503173, 0.0577869, 0.0540521, 0.0540521
12, 195A2, 0, , , , , , , , , , , , , 1.76819, 1.91009, 1.62629, 0.141897, 0.141897, 0.141897, 0.141897
12, 195A2, 1, , , , , , , , , , , , , 1.91178, 1.96559, 1.87668, 0.0538124, 0.0351001, 0.0444563, 0.0444563
12, 195A2, 2, , , , , , , , , , , , , 0.0934768, 0.0624188, 0.124355, 0.031058, 0.0308785, 0.0309682, 0.0309682
12, 195A2, 0, , , , , , , , , , , , , 1.11934, 0.748378, 1.47113, 0.370965, 0.351785, 0.361375, 0.361375
12, 195A2, 1, , , , , , , , , , , , , 1.07685, 0.96007, 1.15839, 0.116785, 0.081531, 0.0991578, 0.0991578
12, 195A2, 2, , , , , , , , , , , , , 6.21662, -0, 6.14129, 0.0665683, 0.0753288, 0.0709486, 0.0709486
12, 195A2, 0, , , , , , , , , , , , , 1.04473, 0.643501, 1.30454, 0.401229, 0.259815, 0.330522, 0.330522
12, 195A2, 1, , , , , , , , , , , , , 1.06031, 1.10715, 1.01914, 0.0468411, 0.0411667, 0.0440039, 0.0440039
12, 195A2, 2, , , , , , , , , , , , , 6.13054, 6.14129, 6.11804, 0.0107521, 0.0124993, 0.0116257, 0.0116257
12, 195A2, 0, , , , , , , , , , , , , 1.80634, 2.03444, 1.5708, 0.228103, 0.235545, 0.231824, 0.231824
12, 195A2, 1, , , , , , , , , , , , , 1.81577, 1.91382, 1.71269, 0.0980453, 0.103082, 0.100563, 0.100563
12, 195A2, 2, , , , , , , , , , , , , 0.106736, 0.226799, -0, 0.120063, 0.106736, 0.113399, 0.113399
12, 195B2, 0, , , , , , , , , , , , , 1.76819, 1.46014, 2.0577, 0.308053, 0.289504, 0.298778, 0.298778
12, 195B2, 1, , , , , , , , , , , , , 1.78189, 1.70335, 1.8693, 0.0785419, 0.0874056, 0.0829737, 0.0829737
12, 195B2, 2, , , , , , , , , , , , , 3.33158, 3.27414, 3.40784, 0.0574367, 0.0762638, 0.0668503, 0.0668503
12, 195B2, 0, , , , , , , , , , , , , 3.60524, 3.37534, 3.92699, 0.229904, 0.321751, 0.275827, 0.275827
12, 195B2, 1, , , , , , , , , , , , , 3.73779, 3.75626, 3.70832, 0.018464, 0.02947, 0.023967, 0.023967
12, 195B2, 2, , , , , , , , , , , , , 1.10715, 1.10715, 1.10715, 0, 0, 0, 0
12, 196A2, 0, , , , , , , , , , , , , 1.54699, 1.20682, 1.89255, 0.340174, 0.345556, 0.342865, 0.342865
12, 196A2, 1, , , , , , , , , , , , , 1.12638, 1.10715, 1.14417, 0.0192283, 0.0177917, 0.01851, 0.01851
12, 196A2, 2, , , , , , , , , , , , , 6.14612, 6.14129, 6.15063, 0.00483084, 0.00451461, 0.00467272, 0.00467272
12, 196A2, 0, , , , , , , , , , , , , 4.75887, 5.13061, 4.47684, 0.371746, 0.282023, 0.326885, 0.326885
12, 196A2, 1, , , , , , , , , , , , , 1.07437, 1.00407, 1.13839, 0.0703065, 0.0640148, 0.0671607, 0.0671607
12, 196A2, 2, , , , , , , , , , , , , 1.05165, 0.927295, 1.13839, 0.124355, 0.0867385, 0.105547, 0.105547
12, 196A2, 0, , , , , , , , , , , , , 3.03851, 3.27414, 2.79857, 0.235633, 0.239942, 0.237788, 0.237788
12, 196A2, 1, , , , , , , , , , , , , 3.17729, 3.29424, 3.07502, 0.11695, 0.102267, 0.109609, 0.109609
12, 196A2, 2, , , , , , , , , , , , , 0.982794, 0.885067, 1.07685, 0.0977269, 0.0940613, 0.0958941, 0.0958941
12, 196A2, 0, , , , , , , , , , , , , 2.11122, 2.35619, 1.93797, 0.244979, 0.173246, 0.209112, 0.209112
12, 196A2, 1, , , , , , , , , , , , , 2.2143, 2.2143, 2.2143, 0, 0, 0, 0
12, 196A2, 2, , , , , , , , , , , , , 2.27529, 2.30361, 2.24554, 0.0283212, 0.0297532, 0.0290372, 0.0290372
12, 182A5, 0, , , , , , , , , , , , , 3.0339, 2.76109, 3.23225, 0.272817, 0.19835, 0.235583, 0.235583
12, 182A5, 1, , , , , , , , , , , , , 3.04512, 2.9442, 3.14159, 0.100922, 0.0964741, 0.0986979, 0.0986979
12, 182A5, 2, , , , , , , , , , , , , 2.5128, 2.64225, 2.40378, 0.12945, 0.109019, 0.119234, 0.119234
12, 182A5, 0, , , , , , , , , , , , , 3.24928, 2.96692, 3.47827, 0.282362, 0.228985, 0.255673, 0.255673
12, 182A5, 1, , , , , , , , , , , , , 3.3663, 3.36026, 3.37268, 0.00604224, 0.00637952, 0.00621088, 0.00621088
12, 182A5, 2, , , , , , , , , , , , , 2.83189, 2.60117, 3.00904, 0.230716, 0.177152, 0.203934, 0.203934
12, 182A5, 0, , , , , , , , , , , , , 2.35619, 2.03444, 2.76109, 0.321751, 0.404892, 0.363321, 0.363321
12, 182A5, 1, , , , , , , , , , , , , 2.08994, 2.12245, 2.06075, 0.0325088, 0.0291889, 0.0308488, 0.0308488
12, 182A5, 2, , , , , , , , , , , , , 2.9442, 2.91479, 2.97644, 0.0294034, 0.032247, 0.0308252, 0.0308252
12, 182A5, 0, , , , , , , , , , , , , 5.92064, -0, 5.58093, 0.362544, 0.339713, 0.351129, 0.351129
12, 182A5, 1, , , , , , , , , , , , , 6.06783, 6.02258, 6.10851, 0.0452447, 0.0406851, 0.0429649, 0.0429649
12, 182A5, 2, , , , , , , , , , , , , 6.01018, 6.14129, 5.85656, 0.131112, 0.153619, 0.142365, 0.142365
12, 182A5, 0, , , , , , , , , , , , , 2.11122, 1.98902, 2.26553, 0.122195, 0.154319, 0.138257, 0.138257
12, 182A5, 1, , , , , , , , , , , , , 2.11759, 2.09887, 2.13753, 0.0187144, 0.0199403, 0.0193274, 0.0193274
12, 182A5, 2, , , , , , , , , , , , , 5.04713, 5.17604, 4.89224, 0.12891, 0.154883, 0.141897, 0.141897
12, 182B5, 0, , , , , , , , , , , , , 1.76284, 1.62075, 1.92957, 0.14209, 0.166723, 0.154406, 0.154406
12, 182B5, 1, , , , , , , , , , , , , 2.2143, 2.11122, 2.30361, 0.103082, 0.0893139, 0.0961978, 0.0961978
12, 182B5, 2, , , , , , , , , , , , , 6.0611, 5.94016, 6.16608, 0.120942, 0.104973, 0.112958, 0.112958
12, 182B5, 0, , , , , , , , , , , , , 1.8805, 1.64757, 2.09887, 0.232931, 0.218372, 0.225651, 0.225651
12, 182B5, 1, , , , , , , , , , , , , 2.14987, 2.09887, 2.19105, 0.0509999, 0.0411753, 0.0460876, 0.0460876
12, 182B5, 2, , , , , , , , , , , , , 2.37841, 2.30861, 2.43934, 0.0698016, 0.060923, 0.0653623, 0.0653623
12, 182B5, 0, , , , , , , , , , , , , 3.33899, 3.14159, 3.56822, 0.197396, 0.229232, 0.213314, 0.213314
12, 182B5, 1, , , , , , , , , , , , , 3.4146, 3.46334, 3.36839, 0.0487417, 0.0462098, 0.0474758, 0.0474758
12, 182B5, 2, , , , , , , , , , , , , 0.762147, 0.68573, 0.828849, 0.076417, 0.0667028, 0.0715599, 0.0715599
12, 182B5, 0, , , , , , , , , , , , , 3.31233, 3.14159, 3.50877, 0.170735, 0.196439, 0.183587, 0.183587
12, 182B5, 1, , , , , , , , , , , , , 3.30151, 3.29424, 3.30674, 0.0072639, 0.00523558, 0.00624974, 0.00624974
12, 182B5, 2, , , , , , , , , , , , , 1.27536, 1.22777, 1.35213, 0.0475831, 0.0767721, 0.0621776, 0.0621776
12, 182B5, 0, , , , , , , , , , , , , 0.758378, 0.566729, 0.942, 0.191649, 0.183622, 0.187635, 0.187635
12, 182B5, 1, , , , , , , , , , , , , 2.06722, 2.03444, 2.08994, 0.0327752, 0.0227236, 0.0277494, 0.0277494
12, 182B5, 2, , , , , , , , , , , , , 1.27536, 1.22777, 1.35213, 0.0475831, 0.0767721, 0.0621776, 0.0621776
12, 185A5, 0, , , , , , , , , , , , , 3.57938, 3.33158, 3.82211, 0.247803, 0.24273, 0.245267, 0.245267
12, 185A5, 1, , , , , , , , , , , , , 0.715744, 0.571337, 0.885067, 0.144406, 0.169323, 0.156865, 0.156865
12, 185A5, 2, , , , , , , , , , , , , 0.312042, 0.197396, 0.499347, 0.114647, 0.187305, 0.150976, 0.150976
12, 185A5, 0, , , , , , , , , , , , , 0.160763, -0, 0.339293, 0.160763, 0.17853, 0.169646, 0.169646
12, 185A5, 1, , , , , , , , , , , , , 3.27591, 3.34909, 3.19709, 0.0731749, 0.0788231, 0.075999, 0.075999
12, 185A5, 2, , , , , , , , , , , , , 1.54641, 1.61838, 1.47113, 0.0719685, 0.0752833, 0.0736259, 0.0736259
12, 185A5, 0, , , , , , , , , , , , , 2.49052, 2.67795, 2.30361, 0.187429, 0.186904, 0.187167, 0.187167
12, 185A5, 1, , , , , , , , , , , , , 2.4417, 2.55359, 2.35619, 0.11189, 0.0855052, 0.0986977, 0.0986977
12, 185A5, 2, , , , , , , , , , , , , 1.5708, 1.49402, 1.63736, 0.076772, 0.0665683, 0.0716701, 0.0716701
12, 185A5, 0, , , , , , , , , , , , , 2.84067, 2.97644, 2.64225, 0.135772, 0.198426, 0.167099, 0.167099
12, 185A5, 1, , , , , , , , , , , , , 2.66324, 2.67795, 2.64225, 0.0147051, 0.0209942, 0.0178496, 0.0178496
12, 185A5, 2, , , , , , , , , , , , , 2.72709, 2.64225, 2.79857, 0.0848398, 0.071483, 0.0781614, 0.0781614
12, 185A5, 0, , , , , , , , , , , , , 2.5128, 2.62245, 2.35619, 0.10965, 0.156602, 0.133126, 0.133126
12, 185A5, 1, , , , , , , , , , , , , 2.54154, 2.53087, 2.55359, 0.0106759, 0.0120477, 0.0113618, 0.0113618
12, 185A5, 2, , , , , , , , , , , , , 0.426627, 0.348771, 0.499347, 0.0778565, 0.0727195, 0.075288, 0.075288
12, 006A3, 0, , , , , , , , , , , , , 1.36678, 1.1659, 1.5708, 0.200874, 0.204018, 0.202446, 0.202446
12, 006A3, 1, , , , , , , , , , , , , 1.24905, 1.1659, 1.344, 0.0831412, 0.094952, 0.0890466, 0.0890466
12, 006A3, 2, , , , , , , , , , , , , 1.18248, 1.21203, 1.1659, 0.0295481, 0.0165731, 0.0230606, 0.0230606
12, 006A3, 0, , , , , , , , , , , , , 1.35213, 1.22777, 1.49402, 0.124355, 0.141897, 0.133126, 0.133126
12, 006A3, 1, , , , , , , , , , , , , 1.03709, 0.851966, 1.1659, 0.185122, 0.128817, 0.156969, 0.156969
12, 006A3, 2, , , , , , , , , , , , , 1.38257, 1.5708, 1.19029, 0.188222, 0.192285, 0.190253, 0.190253
12, 006A3, 0, , , , , , , , , , , , , 1.72345, 1.5708, 1.9513, 0.152649, 0.227857, 0.190253, 0.190253
12, 006A3, 1, , , , , , , , , , , , , 1.85459, 1.81577, 1.89255, 0.0388155, 0.0379566, 0.0383861, 0.0383861
12, 006A3, 2, , , , , , , , , , , , , 1.60782, 1.75065, 1.50838, 0.142834, 0.0994389, 0.121136, 0.121136
12, 006A3, 0, , , , , , , , , , , , , 2.3259, 2.42276, 2.24554, 0.0968617, 0.0803635, 0.0886126, 0.0886126
12, 006A3, 1, , , , , , , , , , , , , 2.17634, 2.26553, 2.08994, 0.0891937, 0.0863986, 0.0877962, 0.0877962
12, 006A3, 2, , , , , , , , , , , , , 1.5708, 1.5708, 1.5708, 0, 0, 0, 0
12, 006A3, 0, , , , , , , , , , , , , 5.88294, 6.08579, 5.65439, 0.202845, 0.228556, 0.2157, 0.2157
12, 006A3, 1, , , , , , , , , , , , , 2.7367, 2.67795, 2.8023, 0.0587556, 0.0655994, 0.0621775, 0.0621775
12, 006A3, 2, , , , , , , , , , , , , 0.439843, 0.291457, 0.62025, 0.148386, 0.180407, 0.164396, 0.164396
12, 006A3, 0, , , , , , , , , , , , , 2.96692, 2.8023, 3.14159, 0.16462, 0.174673, 0.169646, 0.169646
12, 006A3, 1, , , , , , , , , , , , , 2.90474, 2.83871, 2.98894, 0.0660362, 0.0841993, 0.0751178, 0.0751178
12, 006A3, 2, , , , , , , , , , , , , 5.76404, 5.81954, 5.69518, 0.0554985, 0.0688562, 0.0621774, 0.0621774
12, 006A3, 0, , , , , , , , , , , , , 2.95337, 3.14159, 2.74307, 0.188222, 0.210301, 0.199261, 0.199261
12, 006A3, 1, , , , , , , , , , , , , 2.88099, 3.03094, 2.67795, 0.149945, 0.203045, 0.176495, 0.176495
12, 006A3, 2, , , , , , , , , , , , , 2.95041, 3.07029, 2.85554, 0.119877, 0.094867, 0.107372, 0.107372
12, 006B3, 0, , , , , , , , , , , , , 2.30624, 2.07789, 2.43297, 0.228341, 0.12673, 0.177536, 0.177536
12, 006B3, 1, , , , , , , , , , , , , 2.12245, 2.07014, 2.1588, 0.0523083, 0.0363478, 0.044328, 0.044328
12, 006B3, 2, , , , , , , , , , , , , 3.20816, 3.20401, 3.2129, 0.00414944, 0.0047392, 0.00444432, 0.00444432
12, 006B3, 0, , , , , , , , , , , , , 2.3758, 2.17308, 2.60117, 0.202716, 0.225373, 0.214045, 0.214045
12, 006B3, 1, , , , , , , , , , , , , 2.35619, 2.24554, 2.43934, 0.110657, 0.0831412, 0.0968992, 0.0968992
12, 006B3, 2, , , , , , , , , , , , , 3.54012, 3.60524, 3.49036, 0.0651254, 0.0497515, 0.0574384, 0.0574384
12, 006B3, 0, , , , , , , , , , , , , 3.10712, 2.84309, 3.32694, 0.26403, 0.219817, 0.241924, 0.241924
12, 006B3, 1, , , , , , , , , , , , , 3.14159, 3.07029, 3.2129, 0.0713077, 0.0713076, 0.0713076, 0.0713076
12, 006B3, 2, , , , , , , , , , , , , 3.14159, 3.20816, 3.05093, 0.0665683, 0.0906599, 0.0786141, 0.0786141
12, 006B3, 0, , , , , , , , , , , , , 4.90978, 4.99844, 4.82305, 0.0886559, 0.0867381, 0.087697, 0.087697
12, 006B3, 1, , , , , , , , , , , , , 1.74751, 1.63736, 1.8693, 0.110141, 0.12179, 0.115966, 0.115966
12, 006B3, 2, , , , , , , , , , , , , 1.73594, 1.72345, 1.75065, 0.0124993, 0.0147051, 0.0136022, 0.0136022
12, 006B3, 0, , , , , , , , , , , , , 2.03444, 1.71269, 2.35619, 0.321751, 0.321751, 0.321751, 0.321751
12, 006B3, 1, , , , , , , , , , , , , 1.9513, 1.86225, 2.00742, 0.0890496, 0.0561208, 0.0725852, 0.0725852
12, 006B3, 2, , , , , , , , , , , , , 2.0169, 1.81577, 2.19959, 0.201127, 0.182691, 0.191909, 0.191909
12, 006B3, 0, , , , , , , , , , , , , 2.1294, 1.93797, 2.30861, 0.191426, 0.179216, 0.185321, 0.185321
12, 006B3, 1, , , , , , , , , , , , , 2.12245, 2.03444, 2.2143, 0.0880075, 0.0918464, 0.0899269, 0.0899269
12, 006B3, 2, , , , , , , , , , , , , 2.97644, 2.91479, 3.02448, 0.0616503, 0.0480398, 0.054845, 0.054845
12, 006B3, 0, , , , , , , , , , , , , 6.14129, 0.124355, 5.81954, 0.266252, 0.321751, 0.294001, 0.294001
12, 006B3, 1, , , , , , , , , , , , , 2.87243, 2.86329, 2.88099, 0.00913215, 0.00856534, 0.00884874, 0.00884874
12, 006B3, 2, , , , , , , , , , , , , 2.95041, 2.92292, 2.98894, 0.0274844, 0.038535, 0.0330097, 0.0330097
12, 006B3, 0, , , , , , , , , , , , , 2.08635, 1.84174, 2.35619, 0.244602, 0.269849, 0.257226, 0.257226
12, 006B3, 1, , , , , , , , , , , , , 1.8491, 1.82812, 1.87368, 0.0209759, 0.0245852, 0.0227806, 0.0227806
12, 006B3, 2, , , , , , , , , , , , , 1.72117, 1.85685, 1.5708, 0.13568, 0.150371, 0.143026, 0.143026
