ZigZag, ID, x0, y0, x1, y1, x2, y2, x3, y3, x4, y4, x5, y5, x6, y6, x7, y7, x8, y8, x9, y9, a0, a1, a2, a3, a4, a5, a6, a7
11, 190A1, 2550, 1050, 2510, 1054, 2510, 1081, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67046, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2556, 1094, 2512, 1094, 2512, 1118, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5708, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2552, 1137, 2517, 1141, 2518, 1163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63917, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2556, 1182, 2518, 1184, 2517, 1211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6604, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2556, 1225, 2519, 1225, 2519, 1245, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5708, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2488, 1207, 2517, 1209, 2519, 1227, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75031, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2388, 1051, 2352, 1054, 2354, 1071, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53683, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2396, 1095, 2357, 1098, 2357, 1113, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.64757, -1, -1, -1, -1, -1, -1, -1
11, 190A1, 2318, 1091, 2356, 1087, 2357, 1100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.54269, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 1956, 1018, 1984, 1009, 1989, 1025, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56268, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2031, 1033, 1997, 1042, 1993, 1031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.6608, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 1980, 1058, 2001, 1053, 2007, 1066, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76946, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2050, 1090, 2019, 1093, 2012, 1079, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.93797, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 1991, 1121, 2021, 1109, 2027, 1123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59518, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2067, 1130, 2034, 1137, 2029, 1126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7884, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2014, 1159, 2038, 1152, 2034, 1140, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53284, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2074, 1168, 2046, 1176, 2040, 1159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63179, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2087, 1223, 2061, 1230, 2057, 1212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52647, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2160, 1104, 2158, 1136, 2140, 1134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.52256, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2208, 1102, 2205, 1138, 2186, 1138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65394, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2188, 1088, 2188, 1059, 2156, 1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66427, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2190, 1023, 2187, 1058, 2156, 1056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59187, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2231, 1089, 2234, 1064, 2207, 1061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.56202, -1, -1, -1, -1, -1, -1, -1
11, 183A1, 2172, 1184, 2160, 1208, 2147, 1208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.03444, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2770, 1011, 2770, 967, 2745, 965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65063, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2809, 936, 2805, 964, 2781, 965, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75434, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2767, 1020, 2767, 1057, 2799, 1060, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.66427, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2760, 1097, 2766, 1063, 2799, 1061, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.806, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2810, 1161, 2812, 1132, 2844, 1132, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.63965, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2813, 1086, 2803, 1122, 2775, 1121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.80604, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2474, 1095, 2446, 1086, 2452, 1057, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67778, -1, -1, -1, -1, -1, -1, -1
11, 097A1, 2468, 871, 2434, 882, 2423, 856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65814, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 1920, 934, 1876, 941, 1883, 977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.53652, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 1834, 957, 1874, 951, 1883, 977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.75515, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2251, 823, 2254, 859, 2292, 858, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62763, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2254, 891, 2254, 860, 2291, 859, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.59782, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2281, 913, 2280, 942, 2252, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.67657, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2279, 983, 2281, 942, 2253, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.45075, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2227, 980, 2229, 945, 2252, 945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62788, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2226, 912, 2229, 944, 2254, 945, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.70425, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2287, 1000, 2285, 1035, 2259, 1035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.62788, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2242, 1002, 2244, 1032, 2267, 1035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.76707, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2265, 1078, 2273, 1105, 2301, 1106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.89455, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2274, 1140, 2274, 1108, 2301, 1108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5708, -1, -1, -1, -1, -1, -1, -1
11, 099A1, 2622, 946, 2654, 921, 2634, 899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49618, -1, -1, -1, -1, -1, -1, -1
